,id,season,city,date,team_1,team_2,toss_winner,toss_decision,result,winner,win_by_runs,win_by_wickets,player_of_match,venue,inning_1_score,inning_2_score,team_batting_first,team_batting_second
76,77,IPL-2008,Hyderabad,2008-01-05,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,7,SE Marsh,"RGIS, Uppal",164,167,Deccan Chargers,Kings XI Punjab
77,78,IPL-2008,Jaipur,2008-01-05,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,Rajasthan Royals,45,0,SA Asnodkar,Sawai Mansingh Stadium,196,151,Rajasthan Royals,Kolkata Knight Riders
116,117,IPL-2008,Mumbai,2008-01-06,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,3,YK Pathan,Dr DY Patil Sports Academy,163,164,Chennai Super Kings,Rajasthan Royals
78,79,IPL-2008,Chennai,2008-02-05,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,Delhi Daredevils,0,8,V Sehwag,Chepauk,169,172,Chennai Super Kings,Delhi Daredevils
80,81,IPL-2008,Chandigarh,2008-03-05,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,Kings XI Punjab,9,0,IK Pathan,"Punjab Cricket Association Stadium, Mohali",178,169,Kings XI Punjab,Kolkata Knight Riders
110,111,IPL-2008,Bangalore,2008-03-05,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,normal,Royal Challengers Bangalore,3,0,P Kumar,M Chinnaswamy Stadium,156,153,Royal Challengers Bangalore,Deccan Chargers
82,83,IPL-2008,Jaipur,2008-04-05,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,Rajasthan Royals,0,8,Sohail Tanvir,Sawai Mansingh Stadium,109,110,Chennai Super Kings,Rajasthan Royals
81,82,IPL-2008,Mumbai,2008-04-05,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Mumbai Indians,29,0,SM Pollock,Dr DY Patil Sports Academy,162,133,Mumbai Indians,Delhi Daredevils
59,60,IPL-2008,Bangalore,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kolkata Knight Riders,140,0,BB McCullum,M Chinnaswamy Stadium,222,82,Kolkata Knight Riders,Royal Challengers Bangalore
60,61,IPL-2008,Chandigarh,2008-04-19,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,Chennai Super Kings,33,0,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",240,207,Chennai Super Kings,Kings XI Punjab
61,62,IPL-2008,Delhi,2008-04-19,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,normal,Delhi Daredevils,0,9,MF Maharoof,Feroz Shah Kotla,129,132,Rajasthan Royals,Delhi Daredevils
62,63,IPL-2008,Mumbai,2008-04-20,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,Royal Challengers Bangalore,0,5,MV Boucher,Wankhede Stadium,165,166,Mumbai Indians,Royal Challengers Bangalore
63,64,IPL-2008,Kolkata,2008-04-20,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,bat,normal,Kolkata Knight Riders,0,5,DJ Hussey,Eden Gardens,110,112,Deccan Chargers,Kolkata Knight Riders
64,65,IPL-2008,Jaipur,2008-04-21,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,normal,Rajasthan Royals,0,6,SR Watson,Sawai Mansingh Stadium,166,168,Kings XI Punjab,Rajasthan Royals
65,66,IPL-2008,Hyderabad,2008-04-22,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,Delhi Daredevils,0,9,V Sehwag,"RGIS, Uppal",142,143,Deccan Chargers,Delhi Daredevils
66,67,IPL-2008,Chennai,2008-04-23,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,Chennai Super Kings,6,0,ML Hayden,Chepauk,208,202,Chennai Super Kings,Mumbai Indians
67,68,IPL-2008,Hyderabad,2008-04-24,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,3,YK Pathan,"RGIS, Uppal",214,217,Deccan Chargers,Rajasthan Royals
68,69,IPL-2008,Chandigarh,2008-04-25,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Kings XI Punjab,66,0,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",182,116,Kings XI Punjab,Mumbai Indians
70,71,IPL-2008,Chennai,2008-04-26,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,Chennai Super Kings,0,9,JDP Oram,Chepauk,147,152,Kolkata Knight Riders,Chennai Super Kings
69,70,IPL-2008,Bangalore,2008-04-26,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,7,SR Watson,M Chinnaswamy Stadium,135,138,Royal Challengers Bangalore,Rajasthan Royals
71,72,IPL-2008,Mumbai,2008-04-27,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,Deccan Chargers,0,10,AC Gilchrist,Dr DY Patil Sports Academy,154,155,Mumbai Indians,Deccan Chargers
72,73,IPL-2008,Chandigarh,2008-04-27,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,normal,Kings XI Punjab,0,4,SM Katich,"Punjab Cricket Association Stadium, Mohali",158,162,Delhi Daredevils,Kings XI Punjab
73,74,IPL-2008,Bangalore,2008-04-28,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,Chennai Super Kings,13,0,MS Dhoni,M Chinnaswamy Stadium,178,165,Chennai Super Kings,Royal Challengers Bangalore
74,75,IPL-2008,Kolkata,2008-04-29,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,Mumbai Indians,0,7,ST Jayasuriya,Eden Gardens,137,138,Kolkata Knight Riders,Mumbai Indians
75,76,IPL-2008,Delhi,2008-04-30,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Delhi Daredevils,10,0,GD McGrath,Feroz Shah Kotla,191,181,Delhi Daredevils,Royal Challengers Bangalore
83,84,IPL-2008,Bangalore,2008-05-05,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,6,S Sreesanth,M Chinnaswamy Stadium,126,127,Royal Challengers Bangalore,Kings XI Punjab
94,95,IPL-2008,Kolkata,2008-05-13,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,23,0,Shoaib Akhtar,Eden Gardens,133,110,Kolkata Knight Riders,Delhi Daredevils
95,96,IPL-2008,Mumbai,2008-05-14,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,9,ST Jayasuriya,Wankhede Stadium,156,158,Chennai Super Kings,Mumbai Indians
97,98,IPL-2008,Delhi,2008-05-15,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,normal,Delhi Daredevils,12,0,A Mishra,Feroz Shah Kotla,194,182,Delhi Daredevils,Deccan Chargers
98,99,IPL-2008,Mumbai,2008-05-16,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,8,SM Pollock,Wankhede Stadium,67,68,Kolkata Knight Riders,Mumbai Indians
100,101,IPL-2008,Jaipur,2008-05-17,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Rajasthan Royals,65,0,GC Smith,Sawai Mansingh Stadium,197,132,Rajasthan Royals,Royal Challengers Bangalore
101,102,IPL-2008,Hyderabad,2008-05-18,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,Mumbai Indians,25,0,DJ Bravo,"RGIS, Uppal",178,153,Mumbai Indians,Deccan Chargers
103,104,IPL-2008,Bangalore,2008-05-19,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,5,SP Goswami,M Chinnaswamy Stadium,154,158,Royal Challengers Bangalore,Delhi Daredevils
104,105,IPL-2008,Kolkata,2008-05-20,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,6,YK Pathan,Eden Gardens,147,150,Kolkata Knight Riders,Rajasthan Royals
105,106,IPL-2008,Mumbai,2008-05-21,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Kings XI Punjab,1,0,SE Marsh,Wankhede Stadium,189,188,Kings XI Punjab,Mumbai Indians
106,107,IPL-2008,Chennai,2008-05-21,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,14,0,A Kumble,Chepauk,126,112,Royal Challengers Bangalore,Chennai Super Kings
107,108,IPL-2008,Chandigarh,2008-05-23,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,6,SE Marsh,"Punjab Cricket Association Stadium, Mohali",175,178,Deccan Chargers,Kings XI Punjab
108,109,IPL-2008,Delhi,2008-05-24,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,5,KD Karthik,Feroz Shah Kotla,176,179,Mumbai Indians,Delhi Daredevils
109,110,IPL-2008,Chennai,2008-05-24,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,Rajasthan Royals,10,0,JA Morkel,Chepauk,211,201,Rajasthan Royals,Chennai Super Kings
111,112,IPL-2008,Kolkata,2008-05-25,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,Kolkata Knight Riders,0,3,Umar Gul,Eden Gardens,174,175,Kings XI Punjab,Kolkata Knight Riders
79,80,IPL-2008,Hyderabad,2008-05-25,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,normal,Royal Challengers Bangalore,0,5,R Vinay Kumar,"RGIS, Uppal",165,171,Deccan Chargers,Royal Challengers Bangalore
112,113,IPL-2008,Jaipur,2008-05-26,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,5,Sohail Tanvir,Sawai Mansingh Stadium,145,146,Mumbai Indians,Rajasthan Royals
113,114,IPL-2008,Hyderabad,2008-05-27,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,normal,Chennai Super Kings,0,7,SK Raina,"RGIS, Uppal",147,148,Deccan Chargers,Chennai Super Kings
96,97,IPL-2008,Chandigarh,2008-05-28,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,Kings XI Punjab,41,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",221,180,Kings XI Punjab,Rajasthan Royals
89,90,IPL-2008,Bangalore,2008-05-28,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,9,CRD Fernando,M Chinnaswamy Stadium,122,126,Royal Challengers Bangalore,Mumbai Indians
114,115,IPL-2008,Mumbai,2008-05-30,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,Rajasthan Royals,105,0,SR Watson,Wankhede Stadium,192,87,Rajasthan Royals,Delhi Daredevils
115,116,IPL-2008,Mumbai,2008-05-31,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,normal,Chennai Super Kings,0,9,M Ntini,Wankhede Stadium,112,116,Kings XI Punjab,Chennai Super Kings
84,85,IPL-2008,Chennai,2008-06-05,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,Deccan Chargers,0,7,AC Gilchrist,Chepauk,144,148,Chennai Super Kings,Deccan Chargers
85,86,IPL-2008,Mumbai,2008-07-05,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,7,A Nehra,Dr DY Patil Sports Academy,103,104,Rajasthan Royals,Mumbai Indians
86,87,IPL-2008,Delhi,2008-08-05,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,4,MS Dhoni,Feroz Shah Kotla,187,188,Delhi Daredevils,Chennai Super Kings
87,88,IPL-2008,Kolkata,2008-08-05,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,5,0,SC Ganguly,Eden Gardens,129,124,Kolkata Knight Riders,Royal Challengers Bangalore
88,89,IPL-2008,Jaipur,2008-09-05,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,8,YK Pathan,Sawai Mansingh Stadium,140,141,Deccan Chargers,Rajasthan Royals
90,91,IPL-2008,Chennai,2008-10-05,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,Chennai Super Kings,18,0,L Balaji,Chepauk,181,163,Chennai Super Kings,Kings XI Punjab
91,92,IPL-2008,Hyderabad,2008-11-05,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,23,0,SC Ganguly,"RGIS, Uppal",204,181,Kolkata Knight Riders,Deccan Chargers
92,93,IPL-2008,Jaipur,2008-11-05,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,3,SR Watson,Sawai Mansingh Stadium,156,159,Delhi Daredevils,Rajasthan Royals
93,94,IPL-2008,Chandigarh,2008-12-05,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,Kings XI Punjab,0,9,SE Marsh,"Punjab Cricket Association Stadium, Mohali",143,144,Royal Challengers Bangalore,Kings XI Punjab
137,138,IPL-2009,East London,2009-01-05,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,Mumbai Indians,9,0,JP Duminy,Buffalo Park,148,139,Mumbai Indians,Kolkata Knight Riders
138,139,IPL-2009,Durban,2009-01-05,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,8,0,Yuvraj Singh,Kingsmead,145,137,Royal Challengers Bangalore,Kings XI Punjab
139,140,IPL-2009,Port Elizabeth,2009-02-05,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,Rajasthan Royals,0,3,YK Pathan,St George's Park,141,142,Deccan Chargers,Rajasthan Royals
140,141,IPL-2009,Johannesburg,2009-02-05,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,Chennai Super Kings,18,0,SB Jakati,New Wanderers Stadium,163,145,Chennai Super Kings,Delhi Daredevils
141,142,IPL-2009,Port Elizabeth,2009-03-05,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,normal,Kings XI Punjab,0,6,DPMD Jayawardene,St George's Park,153,154,Kolkata Knight Riders,Kings XI Punjab
142,143,IPL-2009,Johannesburg,2009-03-05,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,Royal Challengers Bangalore,0,9,JH Kallis,New Wanderers Stadium,149,150,Mumbai Indians,Royal Challengers Bangalore
143,144,IPL-2009,East London,2009-04-05,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,Chennai Super Kings,78,0,MS Dhoni,Buffalo Park,178,100,Chennai Super Kings,Deccan Chargers
118,119,IPL-2009,Cape Town,2009-04-18,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,75,0,R Dravid,Newlands,133,58,Royal Challengers Bangalore,Rajasthan Royals
117,118,IPL-2009,Cape Town,2009-04-18,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Mumbai Indians,19,0,SR Tendulkar,Newlands,165,146,Mumbai Indians,Chennai Super Kings
120,121,IPL-2009,Cape Town,2009-04-19,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,Deccan Chargers,0,8,RP Singh,Newlands,101,104,Kolkata Knight Riders,Deccan Chargers
121,122,IPL-2009,Port Elizabeth,2009-04-20,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,Chennai Super Kings,92,0,M Muralitharan,St George's Park,179,87,Chennai Super Kings,Royal Challengers Bangalore
123,124,IPL-2009,Cape Town,2009-04-22,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,normal,Deccan Chargers,24,0,AC Gilchrist,Newlands,184,160,Deccan Chargers,Royal Challengers Bangalore
124,125,IPL-2009,Durban,2009-04-23,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,bat,normal,Delhi Daredevils,9,0,AB de Villiers,Kingsmead,189,180,Delhi Daredevils,Chennai Super Kings
125,126,IPL-2009,Cape Town,2009-04-23,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,tie,Rajasthan Royals,0,0,YK Pathan,Newlands,150,150,Rajasthan Royals,Kolkata Knight Riders
126,127,IPL-2009,Durban,2009-04-24,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,Kings XI Punjab,0,7,RS Bopara,Kingsmead,168,173,Royal Challengers Bangalore,Kings XI Punjab
127,128,IPL-2009,Durban,2009-04-25,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,Deccan Chargers,12,0,PP Ojha,Kingsmead,168,156,Deccan Chargers,Mumbai Indians
128,129,IPL-2009,Port Elizabeth,2009-04-26,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,normal,Delhi Daredevils,0,6,TM Dilshan,St George's Park,149,150,Royal Challengers Bangalore,Delhi Daredevils
129,130,IPL-2009,Cape Town,2009-04-26,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,normal,Kings XI Punjab,27,0,KC Sangakkara,Newlands,139,112,Kings XI Punjab,Rajasthan Royals
130,131,IPL-2009,Durban,2009-04-27,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,Deccan Chargers,0,6,HH Gibbs,Kingsmead,165,169,Chennai Super Kings,Deccan Chargers
131,132,IPL-2009,Port Elizabeth,2009-04-27,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,Mumbai Indians,92,0,SR Tendulkar,St George's Park,187,95,Mumbai Indians,Kolkata Knight Riders
132,133,IPL-2009,Centurion,2009-04-28,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,Rajasthan Royals,0,5,YK Pathan,SuperSport Park,143,147,Delhi Daredevils,Rajasthan Royals
133,134,IPL-2009,Durban,2009-04-29,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,Royal Challengers Bangalore,0,5,MV Boucher,Kingsmead,139,143,Kolkata Knight Riders,Royal Challengers Bangalore
134,135,IPL-2009,Durban,2009-04-29,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,Kings XI Punjab,3,0,KC Sangakkara,Kingsmead,119,116,Kings XI Punjab,Mumbai Indians
135,136,IPL-2009,Centurion,2009-04-30,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,6,DP Nannes,SuperSport Park,148,150,Deccan Chargers,Delhi Daredevils
136,137,IPL-2009,Centurion,2009-04-30,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,Chennai Super Kings,38,0,SK Raina,SuperSport Park,164,126,Chennai Super Kings,Rajasthan Royals
145,146,IPL-2009,Durban,2009-05-05,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,Delhi Daredevils,0,9,G Gambhir,Kingsmead,154,157,Kolkata Knight Riders,Delhi Daredevils
144,145,IPL-2009,Durban,2009-05-05,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,Rajasthan Royals,78,0,GC Smith,Kingsmead,211,133,Rajasthan Royals,Kings XI Punjab
157,158,IPL-2009,Durban,2009-05-13,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,normal,Delhi Daredevils,12,0,R Bhatia,Kingsmead,173,161,Delhi Daredevils,Deccan Chargers
158,159,IPL-2009,Durban,2009-05-14,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,Royal Challengers Bangalore,0,2,LRPL Taylor,Kingsmead,129,132,Chennai Super Kings,Royal Challengers Bangalore
159,160,IPL-2009,Durban,2009-05-14,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,Rajasthan Royals,2,0,SK Warne,Kingsmead,145,143,Rajasthan Royals,Mumbai Indians
160,161,IPL-2009,Bloemfontein,2009-05-15,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,6,B Lee,OUTsurance Oval,120,123,Delhi Daredevils,Kings XI Punjab
162,163,IPL-2009,Johannesburg,2009-05-16,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,normal,Deccan Chargers,0,6,RG Sharma,New Wanderers Stadium,160,166,Kolkata Knight Riders,Deccan Chargers
161,162,IPL-2009,Port Elizabeth,2009-05-16,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,Chennai Super Kings,0,7,ML Hayden,St George's Park,147,151,Mumbai Indians,Chennai Super Kings
164,165,IPL-2009,Bloemfontein,2009-05-17,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,Delhi Daredevils,14,0,AB de Villiers,OUTsurance Oval,150,136,Delhi Daredevils,Rajasthan Royals
163,164,IPL-2009,Johannesburg,2009-05-17,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,normal,Kings XI Punjab,1,0,Yuvraj Singh,New Wanderers Stadium,134,133,Kings XI Punjab,Deccan Chargers
165,166,IPL-2009,Centurion,2009-05-18,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,Kolkata Knight Riders,0,7,BJ Hodge,SuperSport Park,188,189,Chennai Super Kings,Kolkata Knight Riders
166,167,IPL-2009,Johannesburg,2009-05-19,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,bat,normal,Royal Challengers Bangalore,0,7,JH Kallis,New Wanderers Stadium,134,135,Delhi Daredevils,Royal Challengers Bangalore
168,169,IPL-2009,Durban,2009-05-20,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,Chennai Super Kings,24,0,M Muralitharan,Kingsmead,116,92,Chennai Super Kings,Kings XI Punjab
167,168,IPL-2009,Durban,2009-05-20,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,4,LR Shukla,Kingsmead,101,102,Rajasthan Royals,Kolkata Knight Riders
169,170,IPL-2009,Centurion,2009-05-21,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,4,V Sehwag,SuperSport Park,165,166,Mumbai Indians,Delhi Daredevils
170,171,IPL-2009,Centurion,2009-05-21,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,12,0,MK Pandey,SuperSport Park,170,158,Royal Challengers Bangalore,Deccan Chargers
171,172,IPL-2009,Centurion,2009-05-22,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,normal,Deccan Chargers,0,6,AC Gilchrist,SuperSport Park,153,154,Delhi Daredevils,Deccan Chargers
172,173,IPL-2009,Johannesburg,2009-05-23,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,6,MK Pandey,New Wanderers Stadium,146,149,Chennai Super Kings,Royal Challengers Bangalore
173,174,IPL-2009,Johannesburg,2009-05-24,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Deccan Chargers,6,0,A Kumble,New Wanderers Stadium,143,137,Deccan Chargers,Royal Challengers Bangalore
146,147,IPL-2009,Centurion,2009-06-05,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,Deccan Chargers,19,0,RG Sharma,SuperSport Park,145,126,Deccan Chargers,Mumbai Indians
147,148,IPL-2009,Centurion,2009-07-05,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,7,A Singh,SuperSport Park,105,107,Royal Challengers Bangalore,Rajasthan Royals
149,150,IPL-2009,East London,2009-08-05,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,Delhi Daredevils,0,7,A Nehra,Buffalo Park,116,118,Mumbai Indians,Delhi Daredevils
150,151,IPL-2009,Kimberley,2009-09-05,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,3,DPMD Jayawardene,De Beers Diamond Oval,168,169,Deccan Chargers,Kings XI Punjab
151,152,IPL-2009,Kimberley,2009-09-05,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,Chennai Super Kings,0,7,S Badrinath,De Beers Diamond Oval,140,141,Rajasthan Royals,Chennai Super Kings
152,153,IPL-2009,Port Elizabeth,2009-10-05,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,Mumbai Indians,16,0,JP Duminy,St George's Park,157,141,Mumbai Indians,Royal Challengers Bangalore
153,154,IPL-2009,Johannesburg,2009-10-05,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,7,A Mishra,New Wanderers Stadium,123,125,Kolkata Knight Riders,Delhi Daredevils
154,155,IPL-2009,Kimberley,2009-11-05,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,Deccan Chargers,53,0,DR Smith,De Beers Diamond Oval,166,113,Deccan Chargers,Rajasthan Royals
156,157,IPL-2009,Centurion,2009-12-05,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,Mumbai Indians,0,8,Harbhajan Singh,SuperSport Park,119,122,Kings XI Punjab,Mumbai Indians
155,156,IPL-2009,Centurion,2009-12-05,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,6,LRPL Taylor,SuperSport Park,173,176,Kolkata Knight Riders,Royal Challengers Bangalore
203,204,IPL-2010,Kolkata,2010-01-04,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,24,0,SC Ganguly,Eden Gardens,181,157,Kolkata Knight Riders,Deccan Chargers
204,205,IPL-2010,Chandigarh,2010-02-04,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,normal,Royal Challengers Bangalore,0,6,KP Pietersen,"Punjab Cricket Association Stadium, Mohali",181,184,Kings XI Punjab,Royal Challengers Bangalore
205,206,IPL-2010,Chennai,2010-03-04,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,Chennai Super Kings,23,0,M Vijay,Chepauk,246,223,Chennai Super Kings,Rajasthan Royals
206,207,IPL-2010,Mumbai,2010-03-04,Mumbai Indians,Deccan Chargers,Mumbai Indians,bat,normal,Mumbai Indians,63,0,AT Rayudu,Brabourne Stadium,178,115,Mumbai Indians,Deccan Chargers
175,176,IPL-2010,Mumbai,2010-03-13,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,Mumbai Indians,4,0,YK Pathan,Brabourne Stadium,212,208,Mumbai Indians,Rajasthan Royals
176,177,IPL-2010,Chandigarh,2010-03-13,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,5,G Gambhir,"Punjab Cricket Association Stadium, Mohali",142,146,Kings XI Punjab,Delhi Daredevils
177,178,IPL-2010,Kolkata,2010-03-14,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,7,MK Tiwary,Eden Gardens,135,136,Royal Challengers Bangalore,Kolkata Knight Riders
178,179,IPL-2010,Chennai,2010-03-14,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,normal,Deccan Chargers,31,0,WPUJC Vaas,Chepauk,190,159,Deccan Chargers,Chennai Super Kings
