,id,season,city,date,team_1,team_2,toss_winner,toss_decision,result,winner,win_by_runs,win_by_wickets,player_of_match,venue,inning_1_score,inning_2_score,team_batting_first,team_batting_second
431,432,IPL-2013,Bangalore,2013-09-04,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,Royal Challengers Bangalore,0,7,V Kohli,M Chinnaswamy Stadium,161,162,Sunrisers Hyderabad,Royal Challengers Bangalore
436,437,IPL-2013,Pune,2013-09-05,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,46,0,G Gambhir,Subrata Roy Sahara Stadium,152,106,Kolkata Knight Riders,Pune Warriors
435,436,IPL-2013,Chandigarh,2013-09-05,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,8,KK Cooper,"Punjab Cricket Association Stadium, Mohali",145,147,Kings XI Punjab,Rajasthan Royals
390,391,IPL-2013,Chandigarh,2013-10-04,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,10,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",138,139,Kings XI Punjab,Chennai Super Kings
437,438,IPL-2013,Delhi,2013-10-05,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,Royal Challengers Bangalore,4,0,JD Unadkat,Feroz Shah Kotla,183,179,Royal Challengers Bangalore,Delhi Daredevils
391,392,IPL-2013,Bangalore,2013-11-04,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,8,CH Gayle,M Chinnaswamy Stadium,154,158,Kolkata Knight Riders,Royal Challengers Bangalore
392,393,IPL-2013,Pune,2013-11-04,Rajasthan Royals,Pune Warriors,Rajasthan Royals,bat,normal,Pune Warriors,0,7,AJ Finch,Subrata Roy Sahara Stadium,145,148,Rajasthan Royals,Pune Warriors
438,439,IPL-2013,Pune,2013-11-05,Pune Warriors,Mumbai Indians,Pune Warriors,bat,normal,Mumbai Indians,0,5,MG Johnson,Subrata Roy Sahara Stadium,112,116,Pune Warriors,Mumbai Indians
439,440,IPL-2013,Chandigarh,2013-11-05,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,Sunrisers Hyderabad,30,0,PA Patel,"Punjab Cricket Association Stadium, Mohali",150,120,Sunrisers Hyderabad,Kings XI Punjab
393,394,IPL-2013,Delhi,2013-12-04,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,Sunrisers Hyderabad,0,3,A Mishra,Feroz Shah Kotla,114,115,Delhi Daredevils,Sunrisers Hyderabad
440,441,IPL-2013,Ranchi,2013-12-05,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,5,JH Kallis,JSCA International Stadium Complex,115,116,Royal Challengers Bangalore,Kolkata Knight Riders
441,442,IPL-2013,Jaipur,2013-12-05,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,5,SR Watson,Sawai Mansingh Stadium,141,144,Chennai Super Kings,Rajasthan Royals
516,517,IPL-2014,Bangalore,2014-01-06,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,3,MK Pandey,M Chinnaswamy Stadium,199,200,Kings XI Punjab,Kolkata Knight Riders
477,478,IPL-2014,Ranchi,2014-02-05,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,Chennai Super Kings,34,0,RA Jadeja,JSCA International Stadium Complex,148,114,Chennai Super Kings,Kolkata Knight Riders
479,480,IPL-2014,Delhi,2014-03-05,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,7,KK Nair,Feroz Shah Kotla,152,156,Delhi Daredevils,Rajasthan Royals
478,479,IPL-2014,Mumbai,2014-03-05,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,Mumbai Indians,0,5,CJ Anderson,Wankhede Stadium,168,170,Kings XI Punjab,Mumbai Indians
480,481,IPL-2014,Bangalore,2014-04-05,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,4,AB de Villiers,M Chinnaswamy Stadium,155,158,Sunrisers Hyderabad,Royal Challengers Bangalore
457,458,IPL-2014,Abu Dhabi,2014-04-16,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,41,0,JH Kallis,Sheikh Zayed Stadium,163,122,Kolkata Knight Riders,Mumbai Indians
458,459,IPL-2014,Sharjah,2014-04-17,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,8,YS Chahal,Sharjah Cricket Stadium,145,146,Delhi Daredevils,Royal Challengers Bangalore
459,460,IPL-2014,Abu Dhabi,2014-04-18,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,Kings XI Punjab,0,6,GJ Maxwell,Sheikh Zayed Stadium,205,206,Chennai Super Kings,Kings XI Punjab
460,461,IPL-2014,Abu Dhabi,2014-04-18,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,4,AM Rahane,Sheikh Zayed Stadium,133,135,Sunrisers Hyderabad,Rajasthan Royals
461,462,IPL-2014,Dubai,2014-04-19,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,7,PA Patel,Dubai International Cricket Stadium,115,116,Mumbai Indians,Royal Challengers Bangalore
462,463,IPL-2014,Sharjah,2014-04-19,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,Delhi Daredevils,0,4,JP Duminy,Dubai International Cricket Stadium,166,167,Kolkata Knight Riders,Delhi Daredevils
463,464,IPL-2014,Sharjah,2014-04-20,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,7,GJ Maxwell,Sharjah Cricket Stadium,191,193,Rajasthan Royals,Kings XI Punjab
464,465,IPL-2014,Abu Dhabi,2014-04-21,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,Chennai Super Kings,93,0,SK Raina,Sheikh Zayed Stadium,177,84,Chennai Super Kings,Delhi Daredevils
465,466,IPL-2014,Sharjah,2014-04-22,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Kings XI Punjab,72,0,GJ Maxwell,Sharjah Cricket Stadium,193,121,Kings XI Punjab,Sunrisers Hyderabad
466,467,IPL-2014,Dubai,2014-04-23,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,Chennai Super Kings,7,0,RA Jadeja,Dubai International Cricket Stadium,140,133,Chennai Super Kings,Rajasthan Royals
467,468,IPL-2014,Sharjah,2014-04-24,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kolkata Knight Riders,2,0,CA Lynn,Sharjah Cricket Stadium,150,148,Kolkata Knight Riders,Royal Challengers Bangalore
468,469,IPL-2014,Dubai,2014-04-25,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,4,0,AJ Finch,Dubai International Cricket Stadium,184,180,Sunrisers Hyderabad,Delhi Daredevils
469,470,IPL-2014,Dubai,2014-04-25,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,Chennai Super Kings,0,7,MM Sharma,Dubai International Cricket Stadium,141,142,Mumbai Indians,Chennai Super Kings
470,471,IPL-2014,Abu Dhabi,2014-04-26,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,6,PV Tambe,Sheikh Zayed Stadium,70,71,Royal Challengers Bangalore,Rajasthan Royals
471,472,IPL-2014,Abu Dhabi,2014-04-26,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kings XI Punjab,23,0,Sandeep Sharma,Sheikh Zayed Stadium,132,109,Kings XI Punjab,Kolkata Knight Riders
472,473,IPL-2014,Sharjah,2014-04-27,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,Delhi Daredevils,0,6,M Vijay,Sharjah Cricket Stadium,125,126,Mumbai Indians,Delhi Daredevils
473,474,IPL-2014,Sharjah,2014-04-27,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,Chennai Super Kings,0,5,DR Smith,Sharjah Cricket Stadium,145,146,Sunrisers Hyderabad,Chennai Super Kings
474,475,IPL-2014,Dubai,2014-04-28,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,5,Sandeep Sharma,Dubai International Cricket Stadium,124,127,Royal Challengers Bangalore,Kings XI Punjab
475,476,IPL-2014,Abu Dhabi,2014-04-29,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,tie,Rajasthan Royals,0,0,JP Faulkner,Sheikh Zayed Stadium,152,152,Rajasthan Royals,Kolkata Knight Riders
476,477,IPL-2014,Dubai,2014-04-30,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,Sunrisers Hyderabad,15,0,B Kumar,Dubai International Cricket Stadium,172,157,Sunrisers Hyderabad,Mumbai Indians
481,482,IPL-2014,Ahmedabad,2014-05-05,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Rajasthan Royals,10,0,PV Tambe,"Sardar Patel Stadium, Motera",170,160,Rajasthan Royals,Kolkata Knight Riders
482,483,IPL-2014,Delhi,2014-05-05,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,8,DR Smith,Feroz Shah Kotla,178,181,Delhi Daredevils,Chennai Super Kings
493,494,IPL-2014,Ranchi,2014-05-13,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,Chennai Super Kings,0,5,RA Jadeja,JSCA International Stadium Complex,148,149,Rajasthan Royals,Chennai Super Kings
494,495,IPL-2014,Bangalore,2014-05-13,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,Royal Challengers Bangalore,16,0,Yuvraj Singh,M Chinnaswamy Stadium,186,170,Royal Challengers Bangalore,Delhi Daredevils
496,497,IPL-2014,Cuttack,2014-05-14,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,6,RV Uthappa,Barabati Stadium,141,142,Mumbai Indians,Kolkata Knight Riders
495,496,IPL-2014,Hyderabad,2014-05-14,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,6,WP Saha,"RGIS, Uppal",205,211,Sunrisers Hyderabad,Kings XI Punjab
497,498,IPL-2014,Ahmedabad,2014-05-15,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,Rajasthan Royals,62,0,AM Rahane,"Sardar Patel Stadium, Motera",201,139,Rajasthan Royals,Delhi Daredevils
499,500,IPL-2014,Hyderabad,2014-05-18,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,Kolkata Knight Riders,0,7,UT Yadav,"RGIS, Uppal",142,146,Sunrisers Hyderabad,Kolkata Knight Riders
498,499,IPL-2014,Ranchi,2014-05-18,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,Royal Challengers Bangalore,0,5,AB de Villiers,JSCA International Stadium Complex,138,142,Chennai Super Kings,Royal Challengers Bangalore
500,501,IPL-2014,Ahmedabad,2014-05-19,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,Mumbai Indians,25,0,MEK Hussey,"Sardar Patel Stadium, Motera",178,153,Mumbai Indians,Rajasthan Royals
501,502,IPL-2014,Delhi,2014-05-19,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,4,AR Patel,Feroz Shah Kotla,164,165,Delhi Daredevils,Kings XI Punjab
503,504,IPL-2014,Kolkata,2014-05-20,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,8,RV Uthappa,Eden Gardens,154,156,Chennai Super Kings,Kolkata Knight Riders
502,503,IPL-2014,Hyderabad,2014-05-20,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,normal,Sunrisers Hyderabad,0,7,DA Warner,"RGIS, Uppal",160,161,Royal Challengers Bangalore,Sunrisers Hyderabad
504,505,IPL-2014,Chandigarh,2014-05-21,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,7,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",156,159,Kings XI Punjab,Mumbai Indians
505,506,IPL-2014,Kolkata,2014-05-22,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kolkata Knight Riders,30,0,RV Uthappa,Eden Gardens,195,165,Kolkata Knight Riders,Royal Challengers Bangalore
506,507,IPL-2014,Ranchi,2014-05-22,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,6,DA Warner,JSCA International Stadium Complex,185,189,Chennai Super Kings,Sunrisers Hyderabad
507,508,IPL-2014,Mumbai,2014-05-23,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Mumbai Indians,15,0,MEK Hussey,Wankhede Stadium,173,158,Mumbai Indians,Delhi Daredevils
508,509,IPL-2014,Chandigarh,2014-05-23,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,Kings XI Punjab,16,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",179,163,Kings XI Punjab,Rajasthan Royals
509,510,IPL-2014,Bangalore,2014-05-24,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,8,MS Dhoni,M Chinnaswamy Stadium,154,160,Royal Challengers Bangalore,Chennai Super Kings
510,511,IPL-2014,Kolkata,2014-05-24,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,4,YK Pathan,Eden Gardens,160,161,Sunrisers Hyderabad,Kolkata Knight Riders
511,512,IPL-2014,Chandigarh,2014-05-25,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,7,M Vohra,"Punjab Cricket Association Stadium, Mohali",115,119,Delhi Daredevils,Kings XI Punjab
512,513,IPL-2014,Mumbai,2014-05-25,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,5,CJ Anderson,Wankhede Stadium,189,195,Rajasthan Royals,Mumbai Indians
513,514,IPL-2014,Kolkata,2014-05-27,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,Kolkata Knight Riders,28,0,UT Yadav,Eden Gardens,163,135,Kolkata Knight Riders,Kings XI Punjab
514,515,IPL-2014,Mumbai,2014-05-28,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,7,SK Raina,Brabourne Stadium,173,176,Mumbai Indians,Chennai Super Kings
515,516,IPL-2014,Mumbai,2014-05-30,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,Kings XI Punjab,24,0,V Sehwag,Wankhede Stadium,226,202,Kings XI Punjab,Chennai Super Kings
483,484,IPL-2014,Mumbai,2014-06-05,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Mumbai Indians,19,0,RG Sharma,Wankhede Stadium,187,168,Mumbai Indians,Royal Challengers Bangalore
484,485,IPL-2014,Delhi,2014-07-05,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,Kolkata Knight Riders,0,8,G Gambhir,Feroz Shah Kotla,160,161,Delhi Daredevils,Kolkata Knight Riders
485,486,IPL-2014,Cuttack,2014-07-05,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,Kings XI Punjab,44,0,GJ Maxwell,Barabati Stadium,231,187,Kings XI Punjab,Chennai Super Kings
486,487,IPL-2014,Ahmedabad,2014-08-05,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,Sunrisers Hyderabad,32,0,B Kumar,"Sardar Patel Stadium, Motera",134,102,Sunrisers Hyderabad,Rajasthan Royals
487,488,IPL-2014,Bangalore,2014-09-05,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kings XI Punjab,32,0,Sandeep Sharma,M Chinnaswamy Stadium,198,166,Kings XI Punjab,Royal Challengers Bangalore
489,490,IPL-2014,Mumbai,2014-10-05,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,4,DR Smith,Wankhede Stadium,157,160,Mumbai Indians,Chennai Super Kings
491,492,IPL-2014,Bangalore,2014-11-05,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,Rajasthan Royals,0,5,JP Faulkner,M Chinnaswamy Stadium,190,191,Royal Challengers Bangalore,Rajasthan Royals
490,491,IPL-2014,Cuttack,2014-11-05,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,9,G Gambhir,Barabati Stadium,149,150,Kings XI Punjab,Kolkata Knight Riders
492,493,IPL-2014,Hyderabad,2014-12-05,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,Mumbai Indians,0,7,AT Rayudu,"RGIS, Uppal",157,160,Sunrisers Hyderabad,Mumbai Indians
548,549,IPL-2015,Mumbai,2015-01-05,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,Mumbai Indians,8,0,AT Rayudu,Wankhede Stadium,187,179,Mumbai Indians,Rajasthan Royals
547,548,IPL-2015,Delhi,2015-01-05,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,9,NM Coulter-Nile,Feroz Shah Kotla,118,119,Kings XI Punjab,Delhi Daredevils
550,551,IPL-2015,Hyderabad,2015-02-05,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,Sunrisers Hyderabad,22,0,DA Warner,"RGIS, Uppal",192,170,Sunrisers Hyderabad,Chennai Super Kings
549,550,IPL-2015,Bangalore,2015-02-05,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,7,Mandeep Singh,M Chinnaswamy Stadium,111,115,Kolkata Knight Riders,Royal Challengers Bangalore
552,553,IPL-2015,Mumbai,2015-03-05,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,Rajasthan Royals,14,0,AM Rahane,Brabourne Stadium,189,175,Rajasthan Royals,Delhi Daredevils
551,552,IPL-2015,Chandigarh,2015-03-05,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,Mumbai Indians,23,0,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",172,149,Mumbai Indians,Kings XI Punjab
554,555,IPL-2015,Kolkata,2015-04-05,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Kolkata Knight Riders,35,0,UT Yadav,Eden Gardens,167,132,Kolkata Knight Riders,Sunrisers Hyderabad
553,554,IPL-2015,Chennai,2015-04-05,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,Chennai Super Kings,24,0,SK Raina,Chepauk,148,124,Chennai Super Kings,Royal Challengers Bangalore
524,525,IPL-2015,Bangalore,2015-04-13,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,8,DA Warner,M Chinnaswamy Stadium,166,172,Royal Challengers Bangalore,Sunrisers Hyderabad
525,526,IPL-2015,Ahmedabad,2015-04-14,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,Rajasthan Royals,0,7,SPD Smith,"Sardar Patel Stadium, Motera",164,165,Mumbai Indians,Rajasthan Royals
527,528,IPL-2015,Pune,2015-04-15,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,bat,normal,Delhi Daredevils,0,5,MA Agarwal,Maharashtra Cricket Association Stadium,165,169,Kings XI Punjab,Delhi Daredevils
528,529,IPL-2015,Visakhapatnam,2015-04-16,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,6,AM Rahane,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,127,131,Sunrisers Hyderabad,Rajasthan Royals
529,530,IPL-2015,Mumbai,2015-04-17,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,Chennai Super Kings,0,6,A Nehra,Wankhede Stadium,183,189,Mumbai Indians,Chennai Super Kings
531,532,IPL-2015,Pune,2015-04-18,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,4,AD Russell,Maharashtra Cricket Association Stadium,155,159,Kings XI Punjab,Kolkata Knight Riders
530,531,IPL-2015,Visakhapatnam,2015-04-18,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,Delhi Daredevils,4,0,JP Duminy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,167,163,Delhi Daredevils,Sunrisers Hyderabad
533,534,IPL-2015,Bangalore,2015-04-19,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Mumbai Indians,18,0,Harbhajan Singh,M Chinnaswamy Stadium,209,191,Mumbai Indians,Royal Challengers Bangalore
532,533,IPL-2015,Ahmedabad,2015-04-19,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,Rajasthan Royals,0,8,AM Rahane,"Sardar Patel Stadium, Motera",156,157,Chennai Super Kings,Rajasthan Royals
534,535,IPL-2015,Delhi,2015-04-20,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,6,UT Yadav,Feroz Shah Kotla,146,147,Delhi Daredevils,Kolkata Knight Riders
535,536,IPL-2015,Ahmedabad,2015-04-21,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,tie,Kings XI Punjab,0,0,SE Marsh,"Sardar Patel Stadium, Motera",191,191,Rajasthan Royals,Kings XI Punjab
537,538,IPL-2015,Bangalore,2015-04-22,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Chennai Super Kings,27,0,SK Raina,M Chinnaswamy Stadium,181,154,Chennai Super Kings,Royal Challengers Bangalore
538,539,IPL-2015,Delhi,2015-04-23,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,normal,Delhi Daredevils,37,0,SS Iyer,Feroz Shah Kotla,190,153,Delhi Daredevils,Mumbai Indians
539,540,IPL-2015,Ahmedabad,2015-04-24,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,9,MA Starc,"Sardar Patel Stadium, Motera",130,134,Rajasthan Royals,Royal Challengers Bangalore
540,541,IPL-2015,Mumbai,2015-04-25,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,Mumbai Indians,20,0,SL Malinga,Wankhede Stadium,157,137,Mumbai Indians,Sunrisers Hyderabad
541,542,IPL-2015,Chennai,2015-04-25,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,Chennai Super Kings,97,0,BB McCullum,Chepauk,192,95,Chennai Super Kings,Kings XI Punjab
542,543,IPL-2015,Delhi,2015-04-26,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,10,VR Aaron,Feroz Shah Kotla,95,99,Delhi Daredevils,Royal Challengers Bangalore
543,544,IPL-2015,Chandigarh,2015-04-27,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,Sunrisers Hyderabad,20,0,TA Boult,"Punjab Cricket Association Stadium, Mohali",150,130,Sunrisers Hyderabad,Kings XI Punjab
546,547,IPL-2015,Chennai,2015-04-28,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Chennai Super Kings,2,0,DJ Bravo,Chepauk,134,132,Chennai Super Kings,Kolkata Knight Riders
526,527,IPL-2015,Kolkata,2015-04-30,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,7,AD Russell,Eden Gardens,165,169,Chennai Super Kings,Kolkata Knight Riders
555,556,IPL-2015,Mumbai,2015-05-05,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,normal,Mumbai Indians,0,5,Harbhajan Singh,Wankhede Stadium,152,153,Delhi Daredevils,Mumbai Indians
565,566,IPL-2015,Chandigarh,2015-05-13,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kings XI Punjab,22,0,AR Patel,"Punjab Cricket Association Stadium, Mohali",106,84,Kings XI Punjab,Royal Challengers Bangalore
566,567,IPL-2015,Mumbai,2015-05-14,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Mumbai Indians,5,0,HH Pandya,Wankhede Stadium,171,166,Mumbai Indians,Kolkata Knight Riders
569,570,IPL-2015,Mumbai,2015-05-16,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,Rajasthan Royals,9,0,SR Watson,Brabourne Stadium,199,190,Rajasthan Royals,Kolkata Knight Riders
568,569,IPL-2015,Chandigarh,2015-05-16,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,normal,Chennai Super Kings,0,7,P Negi,"Punjab Cricket Association Stadium, Mohali",130,134,Kings XI Punjab,Chennai Super Kings
571,572,IPL-2015,Hyderabad,2015-05-17,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,Mumbai Indians,0,9,MJ McClenaghan,"RGIS, Uppal",113,114,Sunrisers Hyderabad,Mumbai Indians
572,573,IPL-2015,Mumbai,2015-05-19,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,Mumbai Indians,25,0,KA Pollard,Wankhede Stadium,187,162,Mumbai Indians,Chennai Super Kings
573,574,IPL-2015,Pune,2015-05-20,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,71,0,AB de Villiers,Maharashtra Cricket Association Stadium,180,109,Royal Challengers Bangalore,Rajasthan Royals
574,575,IPL-2015,Ranchi,2015-05-22,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,3,A Nehra,JSCA International Stadium Complex,139,140,Royal Challengers Bangalore,Chennai Super Kings
575,576,IPL-2015,Kolkata,2015-05-24,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Mumbai Indians,41,0,RG Sharma,Eden Gardens,202,161,Mumbai Indians,Chennai Super Kings
556,557,IPL-2015,Bangalore,2015-06-05,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Royal Challengers Bangalore,138,0,CH Gayle,M Chinnaswamy Stadium,226,88,Royal Challengers Bangalore,Kings XI Punjab
557,558,IPL-2015,Mumbai,2015-07-05,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,Sunrisers Hyderabad,7,0,EJG Morgan,Brabourne Stadium,201,194,Sunrisers Hyderabad,Rajasthan Royals
517,518,IPL-2015,Kolkata,2015-08-04,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,7,M Morkel,Eden Gardens,168,170,Mumbai Indians,Kolkata Knight Riders
